Fecha,Presentacion,Origen,Destino,Transporte,Volumen ton
2011-08-02,Caja de 10 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Trailer,6.0
2011-08-02,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,36.0
2011-08-02,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,375.0
2011-08-03,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,70.0
2011-08-03,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,330.0
2011-08-04,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,10.0
2011-08-04,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,32.0
2011-08-04,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Torton,20.45
2011-08-04,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,405.0
2011-08-05,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,360.0
2011-08-05,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,38.0
2011-08-08,Caja de 10 kg.,Nayarit,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Torton,26.64
2011-08-09,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,32.0
2011-08-10,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,34.0
2011-08-10,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,450.0
2011-08-11,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,10.0
2011-08-11,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,360.0
2011-08-11,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,40.0
2011-08-12,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,315.0
2011-08-12,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,72.0
2011-08-15,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,80.0
2011-08-16,Caja de 10 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Torton,31.43
2011-08-16,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,70.0
2011-08-16,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,330.0
2011-08-17,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,390.0
2011-08-17,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,36.0
2011-08-18,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,11.0
2011-08-18,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,9.0
2011-08-18,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,345.0
2011-08-18,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,38.0
2011-08-19,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,36.0
2011-08-19,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2011-08-22,Caja de 10 kg.,Nayarit,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Torton,40.5
2011-08-22,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,82.33
2011-08-23,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,375.0
2011-08-23,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,40.0
2011-08-24,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,315.0
2011-08-25,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,12.0
2011-08-25,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,9.0
2011-08-25,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,360.0
2011-08-25,Caja de 10 kg.,Nuevo León,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Redilas,16.0
2011-08-25,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,44.0
2011-08-26,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,390.0
2011-08-26,Caja de 10 kg.,Nuevo León,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Torton,24.0
2011-08-26,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,36.0
2011-08-29,Caja de 10 kg.,Nayarit,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,83.12
2011-08-29,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,40.0
2011-08-30,Caja de 10 kg.,Nuevo León,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,24.0
2011-08-30,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,43.0
2011-08-30,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,300.0
2011-08-31,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,42.0
2011-08-31,Caja de 10 kg.,Guerrero,Jalisco: Mercado de Abasto de Guadalajara,Torton,390.0
2011-09-01,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,11.0
2011-09-01,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,10.0
2011-09-01,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2011-09-01,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,102.0
2011-09-02,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,36.0
2011-09-02,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,330.0
2011-09-05,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,38.0
2011-09-06,Caja de 20 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Trailer,4.0
2011-09-06,Caja de 9 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Trailer,8.0
2011-09-06,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,405.0
2011-09-06,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,0.0
2011-09-07,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,375.0
2011-09-07,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,46.0
2011-09-08,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,11.0
2011-09-08,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,10.0
2011-09-08,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,345.0
2011-09-08,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,40.0
2011-09-09,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,390.0
2011-09-09,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,38.0
2011-09-12,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,42.0
2011-09-13,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,405.0
2011-09-13,Caja de 10 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,40.25
2011-09-13,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,125.08
2011-09-14,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,390.0
2011-09-14,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,46.0
2011-09-15,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,12.0
2011-09-15,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,11.0
2011-09-15,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,360.0
2011-09-15,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,46.0
2011-09-20,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,98.0
2011-09-21,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,330.0
2011-09-21,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,78.0
2011-09-22,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,13.0
2011-09-22,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,10.0
2011-09-22,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,89.23
2011-09-22,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2011-09-23,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2011-09-23,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,75.74
2011-09-26,Caja de 10 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,37.93
2011-09-26,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,46.23
2011-09-27,Caja de 10 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,40.09
2011-09-27,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,165.03
2011-09-27,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,390.0
2011-09-28,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,360.0
2011-09-28,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,44.0
2011-09-29,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,14.0
2011-09-29,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,9.0
2011-09-29,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,42.0
2011-09-29,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,315.0
2011-09-30,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,82.6
2011-10-03,Caja de 10 kg.,Nayarit,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,27.42
2011-10-03,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,178.09
2011-10-04,Caja de 20 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Redilas,5.0
2011-10-04,Caja de 9 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Trailer,5.0
2011-10-04,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,405.0
2011-10-04,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,42.0
2011-10-05,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,390.0
2011-10-05,Caja de 10 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,40.8
2011-10-06,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,15.0
2011-10-06,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,8.0
2011-10-06,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,345.0
2011-10-06,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,92.0
2011-10-07,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,300.0
2011-10-07,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,94.0
2011-10-10,Caja de 10 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,34.28
2011-10-10,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,125.81
2011-10-11,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,78.28
2011-10-11,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,360.0
2011-10-13,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,124.62
2011-10-13,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,16.0
2011-10-13,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,7.0
2011-10-13,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,44.0
2011-10-13,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2011-10-14,Caja de 10 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,77.0
2011-10-14,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,44.0
2011-10-17,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Redilas,225.0
2011-10-17,Caja de 10 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,40.74
2011-10-17,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,102.0
2011-10-18,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,52.0
2011-10-18,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,285.0
2011-10-19,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,80.36
2011-10-19,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2011-10-20,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,17.0
2011-10-20,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,6.0
2011-10-20,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2011-10-20,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,82.0
2011-10-21,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2011-10-21,Caja de 10 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,38.45
2011-10-21,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,44.0
2011-10-24,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,104.0
2011-10-25,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,285.0
2011-10-25,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,113.24
2011-10-26,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,315.0
2011-10-26,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,83.58
2011-10-27,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,18.0
2011-10-27,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2011-10-27,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,44.0
2011-10-28,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,315.0
2011-10-28,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,38.0
2011-10-31,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,44.0
2011-11-01,Caja de 20 kg.,Yucatán,Yucatán: Central de Abasto de Mérida,Redilas,2.0
2011-11-01,Caja de 20 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Trailer,1.0
2011-11-01,Caja de 10 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Trailer,7.0
2011-11-01,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,405.0
2011-11-01,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,120.53
2011-11-03,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,17.0
2011-11-03,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2011-11-04,Kilogramo,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,127.48
2011-11-04,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,360.0
2011-11-07,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,86.84
2011-11-08,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,28.0
2011-11-08,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,360.0
2011-11-09,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,345.0
2011-11-09,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,44.0
2011-11-10,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,18.0
2011-11-10,Caja de 10 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,42.64
2011-11-10,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,43.0
2011-11-10,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,330.0
2011-11-11,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,68.0
2011-11-11,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,315.0
2011-11-14,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,148.52
2011-11-15,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,84.0
2011-11-15,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,360.0
2011-11-16,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,102.17
2011-11-16,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2011-11-17,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,64.0
2011-11-17,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,330.0
2011-11-18,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2011-11-18,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,86.0
2011-11-22,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,112.29
2011-11-23,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,345.0
2011-11-23,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,80.0
2011-11-24,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,19.0
2011-11-24,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,300.0
2011-11-24,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,80.0
2011-11-28,Arpilla de 10 kg.,Campeche,Jalisco: Mercado de Abasto de Guadalajara,Torton,315.0
2011-11-28,Kilogramo,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,190.33
2011-11-29,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,60.0
2011-11-30,Caja de 10 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,20.79
2011-11-30,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,30.0
2011-11-30,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,390.0
2011-12-01,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,20.0
2011-12-01,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,300.0
2011-12-01,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,44.0
2011-12-02,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2011-12-05,Caja de 10 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,40.61
2011-12-05,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,44.0
2011-12-06,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,44.0
2011-12-06,Caja de 20 kg.,Yucatán,Yucatán: Central de Abasto de Mérida,Redilas,2.0
2011-12-06,Caja de 20 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Trailer,2.0
2011-12-06,Caja de 10 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Trailer,9.0
2011-12-06,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,285.0
2011-12-07,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,375.0
2011-12-07,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,66.0
2011-12-08,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,21.0
2011-12-08,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,48.0
2011-12-08,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,330.0
2011-12-09,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,44.0
2011-12-09,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,315.0
2011-12-12,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,40.0
2011-12-13,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,28.0
2011-12-13,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,300.0
2011-12-14,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,59.3
2011-12-14,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,330.0
2011-12-15,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,20.0
2011-12-15,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,285.0
2011-12-15,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,60.3
2011-12-16,Caja de 10 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,22.71
2011-12-16,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,58.85
2011-12-16,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,345.0
2011-12-19,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,59.3
2011-12-21,Caja de 10 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,330.0
