Fecha,Presentacion,Origen,Destino,Transporte,Volumen ton
2004-12-02,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Trailer,30.0
2004-12-03,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,165.0
2004-12-06,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,75.0
2004-12-06,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,75.0
2004-12-07,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2004-12-07,Caja de 20 kg.,Yucatán,Yucatán: Central de Abasto de Mérida,Torton,2.0
2004-12-07,Caja de 20 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Torton,8.0
2004-12-07,Caja de 15 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Torton,25.0
2004-12-07,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,285.0
2004-12-08,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,180.0
2004-12-08,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,20.0
2004-12-09,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,12.0
2004-12-09,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Redilas,15.0
2004-12-09,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,150.0
2004-12-09,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,20.0
2004-12-10,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2004-12-10,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,20.0
2004-12-13,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,75.0
2004-12-14,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2004-12-15,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,120.0
2004-12-15,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,20.0
2004-12-16,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,3.0
2004-12-16,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,8.0
2004-12-16,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2004-12-17,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,300.0
2004-12-20,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,45.0
2004-12-21,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,50.0
2004-12-21,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,180.0
2004-12-21,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,20.0
2004-12-22,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2004-12-23,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,4.0
2004-12-23,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,10.0
2004-12-23,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,120.0
2004-12-23,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,20.0
2004-12-24,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,120.0
2004-12-24,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,20.0
2004-12-27,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,45.0
2004-12-27,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,50.0
2004-12-29,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,75.0
2004-12-30,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,6.0
2004-12-30,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Redilas,11.0
2004-12-30,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,150.0
2004-12-30,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,20.0
2004-12-31,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2004-12-31,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,20.0
2005-01-03,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,75.0
2005-01-04,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2005-01-04,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2005-01-04,Caja de 20 kg.,Yucatán,Yucatán: Central de Abasto de Mérida,Torton,2.0
2005-01-04,Caja de 20 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Torton,10.0
2005-01-04,Caja de 15 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Torton,20.0
2005-01-05,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2005-01-05,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Redilas,15.0
2005-01-06,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,7.0
2005-01-06,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Redilas,15.0
2005-01-06,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2005-01-07,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,150.0
2005-01-10,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,60.0
2005-01-11,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2005-01-11,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2005-01-12,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2005-01-12,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,10.0
2005-01-13,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,8.0
2005-01-13,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,14.0
2005-01-13,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,180.0
2005-01-13,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,10.0
2005-01-14,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2005-01-18,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,150.0
2005-01-19,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,165.0
2005-01-20,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,5.0
2005-01-20,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,11.0
2005-01-20,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2005-01-20,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Trailer,30.0
2005-01-20,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,10.0
2005-01-20,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2005-01-21,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2005-01-21,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,20.0
2005-01-21,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Trailer,30.0
2005-01-24,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2005-01-24,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,90.0
2005-01-25,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,150.0
2005-01-25,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,20.0
2005-01-26,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,285.0
2005-01-27,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,4.0
2005-01-27,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,9.0
2005-01-27,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,180.0
2005-01-27,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Trailer,30.0
2005-01-28,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,50.0
2005-01-28,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2005-01-31,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,75.0
2005-02-01,Caja de 20 kg.,Yucatán,Yucatán: Central de Abasto de Mérida,Redilas,3.0
2005-02-01,Caja de 20 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Torton,1.0
2005-02-01,Caja de 15 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Torton,30.0
2005-02-01,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,50.0
2005-02-01,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2005-02-01,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,10.0
2005-02-02,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,300.0
2005-02-02,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Trailer,30.0
2005-02-03,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,6.0
2005-02-03,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,10.0
2005-02-03,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,50.0
2005-02-03,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2005-02-04,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,135.0
2005-02-04,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2005-02-07,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,100.0
2005-02-08,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,165.0
2005-02-08,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Trailer,30.0
2005-02-08,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,20.0
2005-02-09,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2005-02-10,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,8.0
2005-02-10,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,11.0
2005-02-10,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,300.0
2005-02-10,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,10.0
2005-02-10,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,50.0
2005-02-11,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2005-02-15,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2005-02-15,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,165.0
2005-02-16,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,315.0
2005-02-17,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,10.0
2005-02-17,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,13.0
2005-02-17,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2005-02-17,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2005-02-18,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2005-02-18,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,20.0
2005-02-22,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,180.0
2005-02-23,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,285.0
2005-02-24,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,12.0
2005-02-24,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,14.0
2005-02-24,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,180.0
2005-02-25,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,150.0
2005-02-28,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,50.0
2005-03-01,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2005-03-01,Caja de 20 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Torton,3.0
2005-03-01,Caja de 15 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Torton,40.0
2005-03-02,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2005-03-02,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Trailer,30.0
2005-03-03,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,10.0
2005-03-03,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,11.0
2005-03-03,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2005-03-03,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,165.0
2005-03-04,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2005-03-08,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2005-03-09,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2005-03-09,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,10.0
2005-03-10,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,12.0
2005-03-10,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,13.0
2005-03-10,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,100.0
2005-03-10,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2005-03-10,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Trailer,30.0
2005-03-11,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,180.0
2005-03-15,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,75.0
2005-03-16,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2005-03-17,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,10.0
2005-03-17,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,10.0
2005-03-17,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2005-03-17,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2005-03-18,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2005-03-18,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Trailer,30.0
2005-03-22,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,180.0
2005-03-23,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2005-03-28,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2005-03-29,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,180.0
2005-04-01,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,15.0
2005-04-01,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,16.0
2005-04-01,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2005-04-01,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2005-04-01,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Trailer,30.0
2005-04-05,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2005-04-05,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2005-04-05,Caja de 15 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Torton,35.0
2005-04-06,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,300.0
2005-04-06,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,10.0
2005-04-07,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,12.0
2005-04-07,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,14.0
2005-04-07,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,150.0
2005-04-08,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,50.0
2005-04-08,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2005-04-11,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,60.0
2005-04-12,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,50.0
2005-04-12,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2005-04-13,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,165.0
2005-04-14,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,8.0
2005-04-14,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,12.0
2005-04-14,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2005-04-15,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,75.0
2005-04-15,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2005-04-19,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2005-04-20,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,180.0
2005-04-21,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,7.0
2005-04-21,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,10.0
2005-04-21,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2005-04-22,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,150.0
2005-04-22,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,20.0
2005-04-25,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,75.0
2005-04-26,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2005-04-27,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2005-04-28,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,6.0
2005-04-28,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,11.0
2005-04-28,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2005-04-28,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,285.0
2005-04-29,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2005-05-02,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,75.0
2005-05-03,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,180.0
2005-05-03,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Trailer,30.0
2005-05-03,Caja de 20 kg.,Chiapas,Yucatán: Central de Abasto de Mérida,Torton,1.0
2005-05-03,Caja de 15 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Torton,30.0
2005-05-04,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2005-05-06,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2005-05-06,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2005-05-06,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Trailer,30.0
2005-05-09,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,75.0
2005-05-09,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,50.0
2005-05-10,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2005-05-10,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2005-05-10,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Trailer,30.0
2005-05-10,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,10.0
2005-05-11,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,135.0
2005-05-12,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,8.0
2005-05-12,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,14.0
2005-05-12,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2005-05-13,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2005-05-13,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2005-05-16,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,45.0
2005-05-17,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,150.0
2005-05-17,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Trailer,60.0
2005-05-18,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2005-05-19,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,6.0
2005-05-19,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,12.0
2005-05-19,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2005-05-19,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,20.0
2005-05-20,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,50.0
2005-05-20,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,285.0
2005-05-23,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,100.0
2005-05-24,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2005-05-24,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,180.0
2005-05-25,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2005-05-26,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,5.0
2005-05-26,Caja de 20 kg.,Michoacán,México: Central de Abasto de Ecatepec,Rabón,11.0
2005-05-26,Caja de 10 kg.,Nayarit,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,23.2
2005-05-26,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2005-05-26,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,10.0
2005-05-26,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,25.0
2005-05-30,Caja de 20 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,75.0
2005-05-30,Caja de 10 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,50.0
