Fecha,Presentacion,Precio Kg,centro_distribucion,anio,mes
06/01/2005,Caja de 17 kg.,8.823529412,Central de Abasto de Iztapalapa DF,2005,1
10/01/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,1
11/01/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,1
13/01/2005,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2005,1
17/01/2005,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2005,1
19/01/2005,Caja de 17 kg.,10.88235294,Central de Abasto de Iztapalapa DF,2005,1
20/01/2005,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2005,1
21/01/2005,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2005,1
24/01/2005,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2005,1
25/01/2005,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2005,1
26/01/2005,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2005,1
28/01/2005,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2005,1
31/01/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,1
01/02/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,2
03/02/2005,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2005,2
04/02/2005,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2005,2
07/02/2005,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2005,2
08/02/2005,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2005,2
10/02/2005,Caja de 17 kg.,10.29411765,Central de Abasto de Iztapalapa DF,2005,2
15/02/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,2
23/02/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,2
25/02/2005,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2005,2
28/02/2005,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2005,2
01/03/2005,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2005,3
03/03/2005,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2005,3
04/03/2005,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2005,3
07/03/2005,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2005,3
08/03/2005,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2005,3
10/03/2005,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2005,3
11/03/2005,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2005,3
14/03/2005,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2005,3
15/03/2005,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2005,3
16/03/2005,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2005,3
17/03/2005,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2005,3
18/03/2005,Caja de 17 kg.,14.11764706,Central de Abasto de Iztapalapa DF,2005,3
22/03/2005,Caja de 17 kg.,14.11764706,Central de Abasto de Iztapalapa DF,2005,3
28/03/2005,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2005,3
29/03/2005,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2005,3
30/03/2005,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2005,3
31/03/2005,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2005,3
01/04/2005,Caja de 17 kg.,16.47058824,Central de Abasto de Iztapalapa DF,2005,4
04/04/2005,Caja de 17 kg.,17.05882353,Central de Abasto de Iztapalapa DF,2005,4
06/04/2005,Caja de 17 kg.,17.05882353,Central de Abasto de Iztapalapa DF,2005,4
07/04/2005,Caja de 17 kg.,17.05882353,Central de Abasto de Iztapalapa DF,2005,4
12/04/2005,Caja de 17 kg.,17.05882353,Central de Abasto de Iztapalapa DF,2005,4
13/04/2005,Caja de 17 kg.,17.05882353,Central de Abasto de Iztapalapa DF,2005,4
14/04/2005,Caja de 17 kg.,17.05882353,Central de Abasto de Iztapalapa DF,2005,4
15/04/2005,Caja de 17 kg.,17.05882353,Central de Abasto de Iztapalapa DF,2005,4
18/04/2005,Caja de 17 kg.,17.05882353,Central de Abasto de Iztapalapa DF,2005,4
19/04/2005,Caja de 17 kg.,17.64705882,Central de Abasto de Iztapalapa DF,2005,4
21/04/2005,Caja de 17 kg.,17.05882353,Central de Abasto de Iztapalapa DF,2005,4
25/04/2005,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2005,4
26/04/2005,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2005,4
27/04/2005,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2005,4
28/04/2005,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2005,4
29/04/2005,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2005,4
03/05/2005,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2005,5
04/05/2005,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2005,5
09/05/2005,Caja de 17 kg.,14.70588235,Central de Abasto de Iztapalapa DF,2005,5
10/05/2005,Caja de 17 kg.,14.70588235,Central de Abasto de Iztapalapa DF,2005,5
13/05/2005,Caja de 17 kg.,14.70588235,Central de Abasto de Iztapalapa DF,2005,5
16/05/2005,Caja de 17 kg.,14.70588235,Central de Abasto de Iztapalapa DF,2005,5
17/05/2005,Caja de 17 kg.,14.70588235,Central de Abasto de Iztapalapa DF,2005,5
18/05/2005,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2005,5
19/05/2005,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2005,5
20/05/2005,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2005,5
23/05/2005,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2005,5
24/05/2005,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2005,5
25/05/2005,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2005,5
26/05/2005,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2005,5
27/05/2005,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2005,5
01/06/2005,Caja de 17 kg.,16.47058824,Central de Abasto de Iztapalapa DF,2005,6
06/06/2005,Caja de 17 kg.,16.47058824,Central de Abasto de Iztapalapa DF,2005,6
07/06/2005,Caja de 17 kg.,16.47058824,Central de Abasto de Iztapalapa DF,2005,6
08/06/2005,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2005,6
09/06/2005,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2005,6
10/06/2005,Caja de 17 kg.,14.70588235,Central de Abasto de Iztapalapa DF,2005,6
15/06/2005,Caja de 17 kg.,16.47058824,Central de Abasto de Iztapalapa DF,2005,6
17/06/2005,Caja de 17 kg.,17.05882353,Central de Abasto de Iztapalapa DF,2005,6
21/06/2005,Caja de 17 kg.,17.05882353,Central de Abasto de Iztapalapa DF,2005,6
23/06/2005,Caja de 17 kg.,18.82352941,Central de Abasto de Iztapalapa DF,2005,6
24/06/2005,Caja de 17 kg.,20,Central de Abasto de Iztapalapa DF,2005,6
28/06/2005,Caja de 16 kg.,25,Central de Abasto de Iztapalapa DF,2005,6
29/06/2005,Caja de 16 kg.,26.25,Central de Abasto de Iztapalapa DF,2005,6
30/06/2005,Caja de 16 kg.,26.25,Central de Abasto de Iztapalapa DF,2005,6
01/07/2005,Caja de 16 kg.,26.25,Central de Abasto de Iztapalapa DF,2005,7
04/07/2005,Caja de 16 kg.,26.25,Central de Abasto de Iztapalapa DF,2005,7
06/07/2005,Caja de 16 kg.,26.25,Central de Abasto de Iztapalapa DF,2005,7
07/07/2005,Caja de 16 kg.,26.25,Central de Abasto de Iztapalapa DF,2005,7
08/07/2005,Caja de 16 kg.,26.25,Central de Abasto de Iztapalapa DF,2005,7
11/07/2005,Caja de 16 kg.,26.25,Central de Abasto de Iztapalapa DF,2005,7
12/07/2005,Caja de 16 kg.,26.25,Central de Abasto de Iztapalapa DF,2005,7
14/07/2005,Caja de 16 kg.,26.25,Central de Abasto de Iztapalapa DF,2005,7
18/07/2005,Caja de 16 kg.,24.375,Central de Abasto de Iztapalapa DF,2005,7
19/07/2005,Caja de 16 kg.,25,Central de Abasto de Iztapalapa DF,2005,7
22/07/2005,Caja de 16 kg.,22.5,Central de Abasto de Iztapalapa DF,2005,7
25/07/2005,Caja de 16 kg.,23.75,Central de Abasto de Iztapalapa DF,2005,7
26/07/2005,Caja de 16 kg.,23.125,Central de Abasto de Iztapalapa DF,2005,7
27/07/2005,Caja de 16 kg.,22.5,Central de Abasto de Iztapalapa DF,2005,7
28/07/2005,Caja de 16 kg.,23.125,Central de Abasto de Iztapalapa DF,2005,7
29/07/2005,Caja de 16 kg.,23.125,Central de Abasto de Iztapalapa DF,2005,7
01/08/2005,Caja de 16 kg.,21.875,Central de Abasto de Iztapalapa DF,2005,8
03/08/2005,Caja de 16 kg.,21.25,Central de Abasto de Iztapalapa DF,2005,8
04/08/2005,Caja de 16 kg.,20.625,Central de Abasto de Iztapalapa DF,2005,8
08/08/2005,Caja de 16 kg.,21.25,Central de Abasto de Iztapalapa DF,2005,8
15/08/2005,Caja de 16 kg.,20,Central de Abasto de Iztapalapa DF,2005,8
16/08/2005,Caja de 16 kg.,20,Central de Abasto de Iztapalapa DF,2005,8
17/08/2005,Caja de 16 kg.,20,Central de Abasto de Iztapalapa DF,2005,8
18/08/2005,Caja de 16 kg.,17.5,Central de Abasto de Iztapalapa DF,2005,8
23/08/2005,Caja de 16 kg.,15.625,Central de Abasto de Iztapalapa DF,2005,8
24/08/2005,Caja de 16 kg.,15,Central de Abasto de Iztapalapa DF,2005,8
25/08/2005,Caja de 16 kg.,16.25,Central de Abasto de Iztapalapa DF,2005,8
29/08/2005,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2005,8
31/08/2005,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2005,8
01/09/2005,Caja de 17 kg.,14.70588235,Central de Abasto de Iztapalapa DF,2005,9
02/09/2005,Caja de 17 kg.,14.11764706,Central de Abasto de Iztapalapa DF,2005,9
05/09/2005,Caja de 17 kg.,14.70588235,Central de Abasto de Iztapalapa DF,2005,9
06/09/2005,Caja de 17 kg.,14.11764706,Central de Abasto de Iztapalapa DF,2005,9
07/09/2005,Caja de 17 kg.,14.11764706,Central de Abasto de Iztapalapa DF,2005,9
08/09/2005,Caja de 17 kg.,14.11764706,Central de Abasto de Iztapalapa DF,2005,9
09/09/2005,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2005,9
14/09/2005,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2005,9
15/09/2005,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2005,9
19/09/2005,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2005,9
20/09/2005,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2005,9
21/09/2005,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2005,9
22/09/2005,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2005,9
23/09/2005,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2005,9
27/09/2005,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2005,9
28/09/2005,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2005,9
29/09/2005,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2005,9
30/09/2005,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2005,9
04/10/2005,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2005,10
05/10/2005,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2005,10
06/10/2005,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2005,10
07/10/2005,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2005,10
10/10/2005,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2005,10
11/10/2005,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2005,10
12/10/2005,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2005,10
13/10/2005,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2005,10
14/10/2005,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2005,10
19/10/2005,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2005,10
20/10/2005,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2005,10
24/10/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,10
25/10/2005,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2005,10
26/10/2005,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2005,10
27/10/2005,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2005,10
28/10/2005,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2005,10
01/11/2005,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2005,11
03/11/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,11
04/11/2005,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2005,11
07/11/2005,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2005,11
08/11/2005,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2005,11
09/11/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,11
10/11/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,11
14/11/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,11
15/11/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,11
16/11/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,11
17/11/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,11
18/11/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,11
21/11/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,11
22/11/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,11
24/11/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,11
25/11/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,11
28/11/2005,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2005,11
29/11/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,11
05/12/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,12
06/12/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,12
07/12/2005,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2005,12
08/12/2005,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2005,12
09/12/2005,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2005,12
12/12/2005,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2005,12
13/12/2005,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2005,12
15/12/2005,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2005,12
19/12/2005,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2005,12
20/12/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,12
21/12/2005,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2005,12
23/12/2005,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2005,12
26/12/2005,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2005,12
28/12/2005,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2005,12
29/12/2005,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2005,12
02/01/2006,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2006,1
03/01/2006,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2006,1
04/01/2006,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2006,1
05/01/2006,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2006,1
06/01/2006,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2006,1
09/01/2006,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2006,1
10/01/2006,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2006,1
11/01/2006,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2006,1
12/01/2006,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2006,1
13/01/2006,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2006,1
17/01/2006,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2006,1
18/01/2006,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2006,1
19/01/2006,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2006,1
20/01/2006,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2006,1
23/01/2006,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2006,1
24/01/2006,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2006,1
25/01/2006,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2006,1
26/01/2006,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2006,1
27/01/2006,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2006,1
30/01/2006,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2006,1
31/01/2006,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2006,1
01/02/2006,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2006,2
02/02/2006,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2006,2
03/02/2006,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2006,2
07/02/2006,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2006,2
08/02/2006,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2006,2
09/02/2006,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2006,2
10/02/2006,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2006,2
13/02/2006,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2006,2
14/02/2006,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2006,2
15/02/2006,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2006,2
16/02/2006,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2006,2
17/02/2006,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2006,2
20/02/2006,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2006,2
21/02/2006,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2006,2
22/02/2006,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2006,2
23/02/2006,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2006,2
24/02/2006,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2006,2
27/02/2006,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2006,2
28/02/2006,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2006,2
01/03/2006,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2006,3
02/03/2006,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2006,3
03/03/2006,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2006,3
06/03/2006,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2006,3
07/03/2006,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2006,3
08/03/2006,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2006,3
09/03/2006,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2006,3
10/03/2006,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2006,3
13/03/2006,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2006,3
14/03/2006,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2006,3
15/03/2006,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2006,3
16/03/2006,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2006,3
17/03/2006,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2006,3
20/03/2006,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2006,3
22/03/2006,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2006,3
23/03/2006,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2006,3
24/03/2006,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2006,3
27/03/2006,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2006,3
28/03/2006,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2006,3
29/03/2006,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2006,3
30/03/2006,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2006,3
31/03/2006,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2006,3
03/04/2006,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2006,4
04/04/2006,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2006,4
05/04/2006,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2006,4
06/04/2006,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2006,4
07/04/2006,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2006,4
10/04/2006,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2006,4
11/04/2006,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2006,4
12/04/2006,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2006,4
17/04/2006,Caja de 17 kg.,14.70588235,Central de Abasto de Iztapalapa DF,2006,4
18/04/2006,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2006,4
19/04/2006,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2006,4
20/04/2006,Caja de 17 kg.,14.11764706,Central de Abasto de Iztapalapa DF,2006,4
21/04/2006,Caja de 17 kg.,14.70588235,Central de Abasto de Iztapalapa DF,2006,4
24/04/2006,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2006,4
25/04/2006,Caja de 17 kg.,16.47058824,Central de Abasto de Iztapalapa DF,2006,4
26/04/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,4
27/04/2006,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2006,4
28/04/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,4
02/05/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,5
03/05/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,5
04/05/2006,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2006,5
08/05/2006,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2006,5
09/05/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,5
10/05/2006,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2006,5
11/05/2006,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2006,5
12/05/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,5
15/05/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,5
16/05/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,5
17/05/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,5
18/05/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,5
19/05/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,5
22/05/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,5
23/05/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,5
24/05/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,5
25/05/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,5
26/05/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,5
29/05/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,5
30/05/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,5
31/05/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,5
01/06/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,6
02/06/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,6
05/06/2006,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2006,6
06/06/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,6
07/06/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,6
08/06/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,6
09/06/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,6
12/06/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,6
13/06/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,6
14/06/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,6
15/06/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,6
16/06/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,6
19/06/2006,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2006,6
20/06/2006,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2006,6
21/06/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,6
22/06/2006,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2006,6
23/06/2006,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2006,6
26/06/2006,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2006,6
27/06/2006,Caja de 17 kg.,15.88235294,Central de Abasto de Iztapalapa DF,2006,6
