Fecha,Presentacion,Precio Kg,centro_distribucion,anio,mes
05/01/2001,Caja de 20 kg.,11.5,Central de Abasto de Iztapalapa DF,2001,1
08/01/2001,Caja de 20 kg.,11,Central de Abasto de Iztapalapa DF,2001,1
09/01/2001,Caja de 20 kg.,11,Central de Abasto de Iztapalapa DF,2001,1
10/01/2001,Caja de 20 kg.,11,Central de Abasto de Iztapalapa DF,2001,1
11/01/2001,Caja de 20 kg.,11.5,Central de Abasto de Iztapalapa DF,2001,1
12/01/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,1
15/01/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,1
16/01/2001,Caja de 20 kg.,12.5,Central de Abasto de Iztapalapa DF,2001,1
17/01/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,1
18/01/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,1
19/01/2001,Caja de 20 kg.,11.5,Central de Abasto de Iztapalapa DF,2001,1
22/01/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,1
23/01/2001,Caja de 20 kg.,11.5,Central de Abasto de Iztapalapa DF,2001,1
24/01/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,1
25/01/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,1
26/01/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,1
29/01/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,1
30/01/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,1
01/02/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,2
02/02/2001,Caja de 20 kg.,11.5,Central de Abasto de Iztapalapa DF,2001,2
06/02/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,2
07/02/2001,Caja de 20 kg.,11.5,Central de Abasto de Iztapalapa DF,2001,2
08/02/2001,Caja de 20 kg.,11.5,Central de Abasto de Iztapalapa DF,2001,2
09/02/2001,Caja de 20 kg.,11,Central de Abasto de Iztapalapa DF,2001,2
12/02/2001,Caja de 20 kg.,10.5,Central de Abasto de Iztapalapa DF,2001,2
13/02/2001,Caja de 20 kg.,10,Central de Abasto de Iztapalapa DF,2001,2
14/02/2001,Caja de 20 kg.,10,Central de Abasto de Iztapalapa DF,2001,2
15/02/2001,Caja de 20 kg.,10,Central de Abasto de Iztapalapa DF,2001,2
16/02/2001,Caja de 20 kg.,11,Central de Abasto de Iztapalapa DF,2001,2
19/02/2001,Caja de 20 kg.,10.5,Central de Abasto de Iztapalapa DF,2001,2
20/02/2001,Caja de 20 kg.,10.5,Central de Abasto de Iztapalapa DF,2001,2
21/02/2001,Caja de 20 kg.,10.5,Central de Abasto de Iztapalapa DF,2001,2
22/02/2001,Caja de 20 kg.,10.5,Central de Abasto de Iztapalapa DF,2001,2
23/02/2001,Caja de 20 kg.,10.5,Central de Abasto de Iztapalapa DF,2001,2
26/02/2001,Caja de 20 kg.,10,Central de Abasto de Iztapalapa DF,2001,2
27/02/2001,Caja de 20 kg.,10.5,Central de Abasto de Iztapalapa DF,2001,2
28/02/2001,Caja de 20 kg.,10.5,Central de Abasto de Iztapalapa DF,2001,2
01/03/2001,Caja de 20 kg.,10,Central de Abasto de Iztapalapa DF,2001,3
02/03/2001,Caja de 20 kg.,11,Central de Abasto de Iztapalapa DF,2001,3
05/03/2001,Caja de 20 kg.,12.5,Central de Abasto de Iztapalapa DF,2001,3
06/03/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,3
07/03/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,3
08/03/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,3
09/03/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,3
12/03/2001,Caja de 20 kg.,11.5,Central de Abasto de Iztapalapa DF,2001,3
13/03/2001,Caja de 20 kg.,11.5,Central de Abasto de Iztapalapa DF,2001,3
14/03/2001,Caja de 20 kg.,11.5,Central de Abasto de Iztapalapa DF,2001,3
15/03/2001,Caja de 20 kg.,11,Central de Abasto de Iztapalapa DF,2001,3
16/03/2001,Caja de 20 kg.,11,Central de Abasto de Iztapalapa DF,2001,3
19/03/2001,Caja de 20 kg.,11,Central de Abasto de Iztapalapa DF,2001,3
20/03/2001,Caja de 20 kg.,11.5,Central de Abasto de Iztapalapa DF,2001,3
22/03/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,3
23/03/2001,Caja de 20 kg.,11.5,Central de Abasto de Iztapalapa DF,2001,3
26/03/2001,Caja de 20 kg.,11,Central de Abasto de Iztapalapa DF,2001,3
27/03/2001,Caja de 20 kg.,11.5,Central de Abasto de Iztapalapa DF,2001,3
28/03/2001,Caja de 20 kg.,11.5,Central de Abasto de Iztapalapa DF,2001,3
29/03/2001,Caja de 20 kg.,11.5,Central de Abasto de Iztapalapa DF,2001,3
30/03/2001,Caja de 20 kg.,11,Central de Abasto de Iztapalapa DF,2001,3
02/04/2001,Caja de 20 kg.,11,Central de Abasto de Iztapalapa DF,2001,4
03/04/2001,Caja de 20 kg.,11,Central de Abasto de Iztapalapa DF,2001,4
04/04/2001,Caja de 20 kg.,10.5,Central de Abasto de Iztapalapa DF,2001,4
05/04/2001,Caja de 20 kg.,10.5,Central de Abasto de Iztapalapa DF,2001,4
06/04/2001,Caja de 20 kg.,10.5,Central de Abasto de Iztapalapa DF,2001,4
09/04/2001,Caja de 20 kg.,11.5,Central de Abasto de Iztapalapa DF,2001,4
10/04/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,4
11/04/2001,Caja de 20 kg.,12,Central de Abasto de Iztapalapa DF,2001,4
16/04/2001,Caja de 20 kg.,12.5,Central de Abasto de Iztapalapa DF,2001,4
17/04/2001,Caja de 20 kg.,12.5,Central de Abasto de Iztapalapa DF,2001,4
18/04/2001,Caja de 20 kg.,12.5,Central de Abasto de Iztapalapa DF,2001,4
19/04/2001,Caja de 20 kg.,12.5,Central de Abasto de Iztapalapa DF,2001,4
20/04/2001,Caja de 20 kg.,12.5,Central de Abasto de Iztapalapa DF,2001,4
23/04/2001,Caja de 20 kg.,12.5,Central de Abasto de Iztapalapa DF,2001,4
24/04/2001,Caja de 20 kg.,13,Central de Abasto de Iztapalapa DF,2001,4
25/04/2001,Caja de 20 kg.,13.5,Central de Abasto de Iztapalapa DF,2001,4
26/04/2001,Caja de 20 kg.,13,Central de Abasto de Iztapalapa DF,2001,4
27/04/2001,Caja de 20 kg.,13,Central de Abasto de Iztapalapa DF,2001,4
30/04/2001,Caja de 20 kg.,12.5,Central de Abasto de Iztapalapa DF,2001,4
02/05/2001,Caja de 20 kg.,13,Central de Abasto de Iztapalapa DF,2001,5
03/05/2001,Caja de 20 kg.,13,Central de Abasto de Iztapalapa DF,2001,5
04/05/2001,Caja de 20 kg.,12.5,Central de Abasto de Iztapalapa DF,2001,5
07/05/2001,Caja de 20 kg.,13,Central de Abasto de Iztapalapa DF,2001,5
08/05/2001,Caja de 20 kg.,13,Central de Abasto de Iztapalapa DF,2001,5
09/05/2001,Caja de 20 kg.,13.5,Central de Abasto de Iztapalapa DF,2001,5
10/05/2001,Caja de 20 kg.,13.5,Central de Abasto de Iztapalapa DF,2001,5
11/05/2001,Caja de 20 kg.,13.5,Central de Abasto de Iztapalapa DF,2001,5
14/05/2001,Caja de 20 kg.,13.5,Central de Abasto de Iztapalapa DF,2001,5
15/05/2001,Caja de 20 kg.,13.5,Central de Abasto de Iztapalapa DF,2001,5
16/05/2001,Caja de 20 kg.,13,Central de Abasto de Iztapalapa DF,2001,5
17/05/2001,Caja de 20 kg.,13,Central de Abasto de Iztapalapa DF,2001,5
18/05/2001,Caja de 20 kg.,13.5,Central de Abasto de Iztapalapa DF,2001,5
21/05/2001,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2001,5
22/05/2001,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2001,5
23/05/2001,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2001,5
24/05/2001,Caja de 17 kg.,14.11764706,Central de Abasto de Iztapalapa DF,2001,5
25/05/2001,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2001,5
28/05/2001,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2001,5
29/05/2001,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2001,5
30/05/2001,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2001,5
31/05/2001,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2001,5
01/06/2001,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2001,6
04/06/2001,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2001,6
05/06/2001,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2001,6
06/06/2001,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2001,6
07/06/2001,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2001,6
08/06/2001,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2001,6
11/06/2001,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2001,6
12/06/2001,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2001,6
13/06/2001,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2001,6
14/06/2001,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2001,6
15/06/2001,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2001,6
18/06/2001,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2001,6
19/06/2001,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2001,6
20/06/2001,Caja de 17 kg.,14.70588235,Central de Abasto de Iztapalapa DF,2001,6
21/06/2001,Caja de 17 kg.,14.11764706,Central de Abasto de Iztapalapa DF,2001,6
22/06/2001,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2001,6
25/06/2001,Caja de 17 kg.,15.29411765,Central de Abasto de Iztapalapa DF,2001,6
26/06/2001,Caja de 17 kg.,14.70588235,Central de Abasto de Iztapalapa DF,2001,6
27/06/2001,Caja de 17 kg.,14.11764706,Central de Abasto de Iztapalapa DF,2001,6
28/06/2001,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2001,6
29/06/2001,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2001,6
02/07/2001,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2001,7
03/07/2001,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2001,7
04/07/2001,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2001,7
05/07/2001,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2001,7
06/07/2001,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2001,7
09/07/2001,Caja de 17 kg.,13.52941176,Central de Abasto de Iztapalapa DF,2001,7
10/07/2001,Caja de 17 kg.,12.94117647,Central de Abasto de Iztapalapa DF,2001,7
11/07/2001,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2001,7
12/07/2001,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2001,7
13/07/2001,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2001,7
16/07/2001,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2001,7
17/07/2001,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2001,7
18/07/2001,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2001,7
19/07/2001,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2001,7
20/07/2001,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2001,7
23/07/2001,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2001,7
24/07/2001,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2001,7
25/07/2001,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2001,7
26/07/2001,Caja de 17 kg.,9.411764706,Central de Abasto de Iztapalapa DF,2001,7
27/07/2001,Caja de 17 kg.,10,Central de Abasto de Iztapalapa DF,2001,7
30/07/2001,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2001,7
31/07/2001,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2001,7
01/08/2001,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2001,8
02/08/2001,Caja de 17 kg.,10.58823529,Central de Abasto de Iztapalapa DF,2001,8
03/08/2001,Caja de 17 kg.,11.17647059,Central de Abasto de Iztapalapa DF,2001,8
06/08/2001,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2001,8
07/08/2001,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2001,8
08/08/2001,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2001,8
09/08/2001,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2001,8
10/08/2001,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2001,8
13/08/2001,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2001,8
14/08/2001,Caja de 17 kg.,11.76470588,Central de Abasto de Iztapalapa DF,2001,8
15/08/2001,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2001,8
16/08/2001,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2001,8
17/08/2001,Caja de 17 kg.,12.35294118,Central de Abasto de Iztapalapa DF,2001,8
20/08/2001,Caja de 17 kg.,7.647058824,Central de Abasto de Iztapalapa DF,2001,8
21/08/2001,Caja de 17 kg.,8.235294118,Central de Abasto de Iztapalapa DF,2001,8
22/08/2001,Caja de 17 kg.,7.647058824,Central de Abasto de Iztapalapa DF,2001,8
23/08/2001,Caja de 17 kg.,7.647058824,Central de Abasto de Iztapalapa DF,2001,8
24/08/2001,Caja de 17 kg.,7.647058824,Central de Abasto de Iztapalapa DF,2001,8
27/08/2001,Caja de 17 kg.,7.647058824,Central de Abasto de Iztapalapa DF,2001,8
28/08/2001,Caja de 17 kg.,7.647058824,Central de Abasto de Iztapalapa DF,2001,8
29/08/2001,Caja de 17 kg.,7.647058824,Central de Abasto de Iztapalapa DF,2001,8
30/08/2001,Caja de 17 kg.,7.647058824,Central de Abasto de Iztapalapa DF,2001,8
31/08/2001,Caja de 17 kg.,7.647058824,Central de Abasto de Iztapalapa DF,2001,8
03/09/2001,Caja de 17 kg.,7.647058824,Central de Abasto de Iztapalapa DF,2001,9
04/09/2001,Caja de 17 kg.,7.647058824,Central de Abasto de Iztapalapa DF,2001,9
05/09/2001,Caja de 17 kg.,7.647058824,Central de Abasto de Iztapalapa DF,2001,9
06/09/2001,Caja de 17 kg.,7.647058824,Central de Abasto de Iztapalapa DF,2001,9
07/09/2001,Caja de 17 kg.,7.647058824,Central de Abasto de Iztapalapa DF,2001,9
10/09/2001,Caja de 17 kg.,7.647058824,Central de Abasto de Iztapalapa DF,2001,9
11/09/2001,Caja de 17 kg.,7.058823529,Central de Abasto de Iztapalapa DF,2001,9
12/09/2001,Caja de 17 kg.,7.058823529,Central de Abasto de Iztapalapa DF,2001,9
13/09/2001,Caja de 17 kg.,7.058823529,Central de Abasto de Iztapalapa DF,2001,9
14/09/2001,Caja de 17 kg.,7.058823529,Central de Abasto de Iztapalapa DF,2001,9
17/09/2001,Caja de 17 kg.,7.058823529,Central de Abasto de Iztapalapa DF,2001,9
18/09/2001,Caja de 17 kg.,7.058823529,Central de Abasto de Iztapalapa DF,2001,9
19/09/2001,Caja de 17 kg.,7.058823529,Central de Abasto de Iztapalapa DF,2001,9
20/09/2001,Caja de 17 kg.,7.058823529,Central de Abasto de Iztapalapa DF,2001,9
21/09/2001,Caja de 17 kg.,7.058823529,Central de Abasto de Iztapalapa DF,2001,9
24/09/2001,Caja de 17 kg.,7.058823529,Central de Abasto de Iztapalapa DF,2001,9
25/09/2001,Caja de 17 kg.,7.058823529,Central de Abasto de Iztapalapa DF,2001,9
26/09/2001,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2001,9
27/09/2001,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2001,9
28/09/2001,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2001,9
01/10/2001,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2001,10
02/10/2001,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2001,10
03/10/2001,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2001,10
04/10/2001,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2001,10
05/10/2001,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2001,10
08/10/2001,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2001,10
09/10/2001,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2001,10
10/10/2001,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2001,10
11/10/2001,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2001,10
12/10/2001,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2001,10
15/10/2001,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2001,10
16/10/2001,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2001,10
17/10/2001,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2001,10
18/10/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,10
19/10/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,10
22/10/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,10
23/10/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,10
24/10/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,10
25/10/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,10
26/10/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,10
29/10/2001,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2001,10
30/10/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,10
31/10/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,10
01/11/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,11
05/11/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,11
06/11/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,11
07/11/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,11
08/11/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,11
09/11/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,11
12/11/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,11
13/11/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,11
14/11/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,11
15/11/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,11
16/11/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,11
19/11/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,11
21/11/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,11
22/11/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,11
23/11/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,11
26/11/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,11
27/11/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,11
28/11/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,11
29/11/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,11
30/11/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,11
03/12/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,12
04/12/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,12
05/12/2001,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2001,12
06/12/2001,Caja de 17 kg.,5.588235294,Central de Abasto de Iztapalapa DF,2001,12
07/12/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,12
10/12/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,12
11/12/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,12
12/12/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,12
13/12/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,12
14/12/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,12
17/12/2001,Caja de 17 kg.,5,Central de Abasto de Iztapalapa DF,2001,12
18/12/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,12
19/12/2001,Caja de 17 kg.,4.705882353,Central de Abasto de Iztapalapa DF,2001,12
20/12/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,12
21/12/2001,Caja de 17 kg.,4.705882353,Central de Abasto de Iztapalapa DF,2001,12
24/12/2001,Caja de 17 kg.,4.705882353,Central de Abasto de Iztapalapa DF,2001,12
26/12/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,12
27/12/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,12
28/12/2001,Caja de 17 kg.,4.705882353,Central de Abasto de Iztapalapa DF,2001,12
31/12/2001,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2001,12
02/01/2002,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2002,1
03/01/2002,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2002,1
04/01/2002,Caja de 17 kg.,5,Central de Abasto de Iztapalapa DF,2002,1
07/01/2002,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2002,1
08/01/2002,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2002,1
09/01/2002,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2002,1
10/01/2002,Caja de 17 kg.,5.588235294,Central de Abasto de Iztapalapa DF,2002,1
11/01/2002,Caja de 17 kg.,5.588235294,Central de Abasto de Iztapalapa DF,2002,1
14/01/2002,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2002,1
15/01/2002,Caja de 17 kg.,5.588235294,Central de Abasto de Iztapalapa DF,2002,1
16/01/2002,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2002,1
17/01/2002,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2002,1
18/01/2002,Caja de 17 kg.,4.705882353,Central de Abasto de Iztapalapa DF,2002,1
21/01/2002,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2002,1
22/01/2002,Caja de 17 kg.,4.705882353,Central de Abasto de Iztapalapa DF,2002,1
23/01/2002,Caja de 17 kg.,4.705882353,Central de Abasto de Iztapalapa DF,2002,1
24/01/2002,Caja de 17 kg.,5,Central de Abasto de Iztapalapa DF,2002,1
25/01/2002,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2002,1
28/01/2002,Caja de 17 kg.,4.705882353,Central de Abasto de Iztapalapa DF,2002,1
29/01/2002,Caja de 17 kg.,4.705882353,Central de Abasto de Iztapalapa DF,2002,1
30/01/2002,Caja de 17 kg.,4.705882353,Central de Abasto de Iztapalapa DF,2002,1
31/01/2002,Caja de 17 kg.,4.705882353,Central de Abasto de Iztapalapa DF,2002,1
01/02/2002,Caja de 17 kg.,4.705882353,Central de Abasto de Iztapalapa DF,2002,2
04/02/2002,Caja de 17 kg.,4.705882353,Central de Abasto de Iztapalapa DF,2002,2
06/02/2002,Caja de 17 kg.,4.705882353,Central de Abasto de Iztapalapa DF,2002,2
07/02/2002,Caja de 17 kg.,4.705882353,Central de Abasto de Iztapalapa DF,2002,2
08/02/2002,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2002,2
11/02/2002,Caja de 17 kg.,5,Central de Abasto de Iztapalapa DF,2002,2
12/02/2002,Caja de 17 kg.,4.705882353,Central de Abasto de Iztapalapa DF,2002,2
13/02/2002,Caja de 17 kg.,5,Central de Abasto de Iztapalapa DF,2002,2
14/02/2002,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2002,2
15/02/2002,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2002,2
18/02/2002,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2002,2
19/02/2002,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2002,2
20/02/2002,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2002,2
21/02/2002,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2002,2
22/02/2002,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2002,2
25/02/2002,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2002,2
26/02/2002,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2002,2
27/02/2002,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2002,2
28/02/2002,Caja de 17 kg.,5.294117647,Central de Abasto de Iztapalapa DF,2002,2
01/03/2002,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2002,3
04/03/2002,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2002,3
05/03/2002,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2002,3
06/03/2002,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2002,3
07/03/2002,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2002,3
08/03/2002,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2002,3
11/03/2002,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2002,3
12/03/2002,Caja de 17 kg.,5.882352941,Central de Abasto de Iztapalapa DF,2002,3
13/03/2002,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2002,3
14/03/2002,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2002,3
15/03/2002,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2002,3
18/03/2002,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2002,3
19/03/2002,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2002,3
20/03/2002,Caja de 17 kg.,6.470588235,Central de Abasto de Iztapalapa DF,2002,3
