producto,tipo_producto,precio,fecha_observacion,cadena_comercial,establecimiento,direccion,colonia,cp,municipio,entidad
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,74.9,2026-05-13,ALSUPER,ALSUPER SUCURSAL DOMINGO ARRIETA,"DOMINGO ARRIETA 1403, ENTRE GEMINIS Y TALPA",JALISCO,34180,Durango,Durango
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,68.9,2026-05-13,MEGA SORIANA,MEGA SORIANA SUCURSAL LEON INSURGENTES,"BLVD. PASEO DE INSURGENTES, ENTRE. ALUD Y NIEBLA",JARDINES DEL MORAL,37160,León,Guanajuato
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,34.5,2026-05-13,CHEDRAUI,CHEDRAUI SUCURSAL LEÓN POLIFORUM,"BLVD. FRANCISCO VILLA 105, ESQ. BLVD. ADOLFO LÓPEZ MATE",EL TLACOACHE,37500,León,Guanajuato
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,45.9,2026-05-13,LEY (AUTOSERVICIO),LEY SUCURSAL HIDALGO (1102),"BLVD. HIDALGO 1405, ENTRE BLVD. CAMPESPRE Y DEL AVIO",FRACC. DE LOS GOMEZ,37470,León,Guanajuato
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,57.0,2026-05-13,WAL-MART,WALMART SUCURSAL RENTERÍA,"BLVD. FRANCISCO VILLA 1402, ENTRE FRAY DANIEL MIRELES Y",VILLA DE LAS FLORES,37280,León,Guanajuato
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,55.0,2026-05-13,MEGA SORIANA,MEGA SORIANA SUCURSAL LA DIANA,"FARALLON DEL OBISPO 216, ENTRE NAVEGANTE JUAN PEREZ Y R",FARALLON,39690,Acapulco de Juárez,Guerrero
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,68.0,2026-05-13,CENTRAL DE ABASTOS,MERCADO ABASTOS,"BETABEL S/N, ENTRE PASEO DE LA ARBOLEDA Y DEL MERCADO (",MERCADO DE ABASTOS,44530,Guadalajara,Jalisco
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,55.0,2026-05-13,BODEGA AURRERA,BODEGA AURRERA SUCURSAL  ARBOLEDAS,"PASEO ARBOLEDAS 2500, ENTRE  ISLA SOTAVIENTO Y NUEZ",BOSQUE DE LA VICTORIA,44570,Guadalajara,Jalisco
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,56.9,2026-05-13,SORIANA SUPER,SORIANA SUPER SUCURSAL DEL BOSQUE,"NIÑOS HEROES 2546, ENTRE INGLATERRA Y LA CAUDA",JARDINES DEL BOSQUE,44520,Guadalajara,Jalisco
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,44.8,2026-05-13,MEGA SORIANA,MEGA SORIANA SUCURSAL COACALCO,"LOPEZ PORTILLO 37, ESQ. ENTRADA TULTEPEC",PERIODISTAS,55700,Coacalco,Estado de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,59.9,2026-05-13,FRESKO LA COMER,FRESKO SUCURSAL LA HERRADURA,"BOSQUES DE MOCTEZUMA NO. 1-B, ESQ. PASEO DE LA HERRADUR",BOSQUES DE LA HERRADURA,52784,Huixquilucan,Estado de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,79.9,2026-05-13,CITY MARKET,CITY MARKET SUCURSAL HUIXQUILUCAN,BOULEVARD MAGNOCENTRO 26 MZ. 1 LOTE 2,SAN FERNANDO LA HERRADURA,52765,Huixquilucan,Estado de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,55.0,2026-05-13,BODEGA AURRERA,BODEGA AURRERA SUCURSAL 1o. DE MAYO,"1o. DE MAYO 200, ESQ. SAN ANDRES ATOTO",SAN ANDRES ATOTO,53500,Naucalpan,Estado de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,35.0,2026-05-13,MERCADO PUBLICO,MERCADO DE LA CABECERA MUNICIPAL DE NAUCALPAN,"ESTACAS, ESQ. JOSÉ MARÍA MORELOS",NAUCALPAN DE JUÁREZ,53000,Naucalpan,Estado de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,68.9,2026-05-13,MEGA SORIANA,MEGA SORIANA SUCURSAL MEGA CORAZON GRAN PATIO,"PASEO TOLLOCAN 52, ESQ. 28 DE OCTUBRE",VERTICE,50090,Toluca,Estado de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,60.0,2026-05-13,MERCADO PUBLICO,MERCADO 16 DE SEPTIEMBRE,"GOMEZ PEDRAZA S/N, ESQ. SOR JUANA INES DE LA CRUZ",BARRIO ZOPILOCALCO,50050,Toluca,Estado de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,55.0,2026-05-13,BODEGA AURRERA,BODEGA AURRERA SUCURSAL FUENTES DEL VALLE,"JOSE LOPEZ PORTILLO 149, ESQ. FUENTES DEL VALLE",FUENTES DEL VALLE,54910,Tultitlán,Estado de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,56.9,2026-05-13,MERCADO SORIANA,MERCADO SORIANA SUCURSAL LOPEZ PORTILLO,"LOPEZ PORTILLO 90, CASI ESQ. HERMENEGILDO GALEANA",BUENAVISTA,54944,Tultitlán,Estado de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,68.9,2026-05-13,MEGA SORIANA,MEGA SORIANA,"ARTILLEROS DE 47 NO. 1520, ENTRE ENRIQUE RAMIREZ Y CURT",CHAPULTEPEC ORIENTE,58260,Morelia,Michoacán
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,69.95,2026-05-13,H.E.B.,H.E.B. SUCURSAL SAN NICOLAS,"UNIVERSIDAD NTE. 101, ENTRE PARQUE ANAHUAC Y TREVI",ANAHUAC,66450,San Nicolás de los Garza,Nuevo León
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,60.0,2026-05-13,MERCADO PUBLICO,MERCADO HIDALGO,"PALMERAS S/N, ESQ. EMILIO CARRANZA",REFORMA,68000,Oaxaca,Oaxaca
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,42.0,2026-05-13,WAL-MART,WALMART SUCURSAL 3506,"SIMBOLOS PATRIOS 1319, ENTRE FRESNOS Y CDA. SIMBOLOS PA",EXHACIENDA CANDIANI,68130,Oaxaca,Oaxaca
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,34.5,2026-05-13,CHEDRAUI,CHEDRAUI SUCURSAL UPAEP (077),"9 PONIENTE NO. 1901, 19 SUR Y 21 SUR",BARRIO DE SANTIAGO,72000,Puebla,Puebla
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,34.5,2026-05-13,CHEDRAUI,CHEDRAUI SUCURSAL CENTRO SUR,"BLVD. BERNARDO QUINTANA 502, CARR. CON DIRECCION A CENT",CENTRO SUR,76087,Santiago de Querétaro,Querétaro
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,44.8,2026-05-13,HIPERMERCADO SORIANA,SORIANA HIPER SUCURSAL CIMATARIO,"CTRA. A HUIMILPAN 1001, INT. DEL CENTRO COMERCIAL PLAZA","PLAZAS DEL SOL, III SECCION",76099,Santiago de Querétaro,Querétaro
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,44.8,2026-05-13,HIPERMERCADO SORIANA,SORIANA HIPER SUCURSAL CANCÚN (126),"AV. COBA  SM. 21  L. 2,  ENTRE AV. ANDRÉS QUINTANA ROO",CENTRO,77500,Benito Juárez,Quintana Roo
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,82.95,2026-05-13,SUPER AKI,SUPER AKI SUCURSAL CRUCERO,"LOPEZ PORTILLO MZ. 1 LT. 31, ESQ. PROLONG. TULUM",SUPERMANZANA 66,77500,Benito Juárez,Quintana Roo
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,59.9,2026-05-13,FRESKO LA COMER,FRESKO  LA COMER SUCURSAL SAN LUIS POTOSÍ,"BLVD. ANTONIO ROCHA CORDERO 392, ESQ. DE LA MARQUESA",VILLANTIGUA,78214,San Luis Potosí,San Luis Potosí
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,39.9,2026-05-13,WAL-MART,WAL MART,"REGIONAL 1330, ENTRE PROY. TRES RIOS",CENTRO,80000,Culiacán,Sinaloa
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,35.0,2026-05-13,BODEGA AURRERA,BODEGA AURRERA SUCURSAL CAMINO DEL SERI,"BLVD. CAMINO DEL SERI S/N, ESQ. QUINTERO ARCE",PASEO SAN ANGEL,83287,Hermosillo,Sonora
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,44.0,2026-05-13,WAL-MART,WAL MART SUCURSAL UNIVERSIDAD,"ADOLFO RUIZ CORTINEZ NO.496, ENTRE UNIVERSIDAD Y FCO. J",CASA BLANCA,86060,Centro,Tabasco
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,38.5,2026-05-13,BODEGA AURRERA,BODEGA AURRERA SUCURSAL CD. INDUSTRIAL,"PROLONGACIÓN AV. UNIVERSIDAD 634, CASI ESQ. PERIFERICO",CASA BLANCA,86060,Centro,Tabasco
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,46.9,2026-05-13,CHEDRAUI,CHEDRAUI SUCURSAL ANDONEGUI,"EMILIO PORTES GIL 1903, ESQ. MELCHOR OCAMPO",TAMAULIPAS,89060,Tampico,Tamaulipas
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,68.9,2026-05-13,HIPERMERCADO SORIANA,SORIANA SUCURSAL NO. 74,BLVD. OCOTLAN NO. 20 CARR. STA. ANA OCOTLAN ESQ. VOLCAN,OCOTLAN,90100,Tlaxcala,Tlaxcala
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,59.9,2026-05-13,HIPERMERCADO SORIANA,SORIANA HIPER SUCURSAL BOCA DEL RIO,"CALZ. JUAN PABLO II NO. 1350, CIENCIAS EXACTAS Y MEDICO",FRACCIONAMIENTO SUTSEM,94299,Boca del Río,Veracruz
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,55.0,2026-05-13,BODEGA AURRERA,BODEGA AURRERA SUCURSAL ITZAES,"CALLE 86 A 644 E, Y ITZAES",LOS REYES,97269,Mérida,Yucatán
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,39.9,2026-05-13,BODEGA AURRERA,BODEGA AURRERA SUCURSAL UNIVERSIDAD,"AV. UNIVERSIDAD 112, ENTRE CTRA. GUADALUPE ZACATECAS Y",PROGRESO,98066,Zacatecas,Zacatecas
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,64.9,2026-05-14,MERCADO SORIANA,MERCADO SORIANA SUCURSAL AZCAPOTZALCO,"AZCAPOTZALCO NO. 527, CALLE LIBERTAD Y 16 DE SEPTIEMBRE",AZCAPOTZALCO,02000,Azcapotzalco,Ciudad de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,58.9,2026-05-14,LEY (AUTOSERVICIO),LEY SUCURSAL JUVENTUD (1110),"BLVD. DE LA JUVENTUD 1110, ENTRE GALDOMIO Y PALADIO",LUIS ECHEVERRIA,35250,Durango,Durango
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,52.0,2026-05-14,MERCADO PUBLICO,MERCADO GENARO CODINA,"CALLEJON DEL TRAFICO S/N, ENTRE INDEPENDENCIA Y PLAZA G",CENTRO,98000,Zacatecas,Zacatecas
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,45.0,2026-05-14,CENTRAL DE ABASTOS,CENTRAL DE ABASTOS FRANCISCO VILLA,"BLVD. FRANCISCO VILLA S/N, ENTRE CALLE UNO Y CALLE 2 (I",FRACC. GUADALUPE,34220,Durango,Durango
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,68.9,2026-05-14,HIPERMERCADO SORIANA,SORIANA HIPER SUCURSAL CUITLAHUAC (253),"CUITLAHUAC 372, ENTRE PANTACO Y RABAI",JARDÍN AZPETIA,02530,Azcapotzalco,Ciudad de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,57.9,2026-05-14,HIPERMERCADO SORIANA,SORIANA HÍPER SUCURSAL EJERCITO,"EJÉRCITO NACIONAL 1101, ESQ. DIAGONAL NORTE-SUR",ARCIM,89136,Tampico,Tamaulipas
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,58.9,2026-05-14,LEY (AUTOSERVICIO),LEY SUCURSAL BLVD. KINO,"BLVD. EUSEBIO KINO Y REVOLUCION S/N, ESQ. REVOLUCION",CINCO DE MAYO,83270,Hermosillo,Sonora
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,55.0,2026-05-14,BODEGA AURRERA,BODEGA AURRERA SUCURSAL CANTIL,"AZTECAS 221, ENTRE EJE 10 Y REY MOCTEZUMA",LOS REYES,04330,Coyoacán,Ciudad de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,55.0,2026-05-14,CENTRAL DE ABASTOS,CENTRAL DE ABASTO DE MERIDA,"CALLE 132 NO. 241, INT. CENTRAL DE ABASTOS",YUCALPETEN,97238,Mérida,Yucatán
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,60.0,2026-05-14,MERCADO PUBLICO,MERCADO VICTORIA DE LAS DEMOCRACIAS,"PIMIENTA S/N, ESQ. TORONJIL",IGNACIO ALLENDE,02810,Azcapotzalco,Ciudad de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,90.0,2026-05-14,MERCADO PUBLICO,MERCADO FRANCISCO I. MADERO,"REVOLUCION S/N, ENTRE OCAMPO Y DEGOLLADO",CENTRO,23000,La Paz,Baja California Sur
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,55.0,2026-05-14,BODEGA AURRERA,BODEGA AURRERA  SUCURSAL EMILIO CARRANZA,PRESIDENTE CARDENAS S/N ESQ. EMILIO CARRANZA,ZONA CENTRO,25000,Saltillo,Coahuila
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,69.9,2026-05-14,FRESKO LA COMER,FRESKO LA COMER SUCURSAL FRESKO BUGAMBILIA,"RIO BALSAS 2-A, ESQ. VICENTE GUERRERO",LOMAS DE LA SELVA,62270,Cuernavaca,Morelos
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,69.9,2026-05-14,LA COMER,LACOMER SUCURSAL SANTA MARIA LA RIBERA,"NOGAL 212, ESQ. CARPIO",SANTA MARIA LA RIBERA,06400,Cuauhtémoc,Ciudad de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,56.9,2026-05-14,SUPER CHEDRAUI,SUPER CHEDRAUI SUCURSAL VIVEROS,"PARQUE CENTRAL OTE. 44, CASI ESQ. CIRCUITO VIVEROS DEL",ADOLFO LOPEZ MATEOS,54070,Tlalnepantla,Estado de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,56.0,2026-05-14,HIPERMERCADO SORIANA,SORIANA SUCURSAL CANTIL (419),"AZTECAS 270, ESQ. REY MOCTEZUMA",LOS REYES,04330,Coyoacán,Ciudad de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,55.0,2026-05-14,BODEGA AURRERA,BODEGA AURRERA SUCURSAL CUAUTITLAN 1,P DE LA CONSTITUCION  LT. 1 MZ. C - 34-B,CUMBRIA,54740,Cuautitlán,Estado de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,54.9,2026-05-14,CHEDRAUI,CHEDRAUI SUCURSAL AGUASCALIENTES,"BLVD. JOSE MA. CHAVEZ 1809, ENTRE VALENTE QUINTANA Y AN",PRADOS DE VILLASUNCIÓN,20280,Aguascalientes,Aguascalientes
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,59.99,2026-05-14,S MART,S MART SUCURSAL LOPEZ MATEOS,"ADOLFO LOPEZ MATEOS  2125, ESQ. BLVD. MUNICIPIO LIBRE",REFORMA,32380,Juárez,Chihuahua
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,60.0,2026-05-14,MERCADO PUBLICO,MERCADO SAN ANTONIO,"PARICUTIN S/N, ENTRE CALLE SAN JUAN DE DIOS Y AV. CHALM",FRACCIONAMIENTO SAN ANTONIO,54725,Cuautitlán,Estado de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,59.9,2026-05-14,HIPERMERCADO SORIANA,SORIANA HIPER SUCURSAL FLORESTA,PASEO DE LA ARMADA 430 ENTRE PASEO FLORESTA OTE. Y MIGU,MALIBRAN,91947,Veracruz,Veracruz
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,55.0,2026-05-14,MERCADO PUBLICO,MERCADO MALIBRAN,"TEHUANTEPEC S/N, ENTRE MIGUEL ALEMAN Y PASEO DE FLOREST",FLORESTA,91940,Veracruz,Veracruz
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,57.0,2026-05-14,WAL-MART,WAL MART SUCURSAL CLOUTIER  3745,BLVD. MANUEL J. CLOUTIER NO.302 PROLONGACION BOSQUES DE,FRACCIONAMIENTO PREDIO RUSTICO CERRO GOR,37360,León,Guanajuato
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,35.0,2026-05-14,CENTRAL DE ABASTOS,CENTRAL DE ABASTO,"AV. MAHATMA GANDHI S/N, SALIDA A MÉXICO",CENTRAL DE ABASTO,20280,Aguascalientes,Aguascalientes
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,68.9,2026-05-14,HIPERMERCADO SORIANA,MEGA SORIANA SUCURSAL MIXCOAC,"REVOLUCION 780, ENTRE RUBENS Y HOLBEIN",MIXCOAC,3730,Benito Juárez,Ciudad de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,56.9,2026-05-14,MERCADO SORIANA,MERCADO SORIANA SUCURSAL IZCALLI,"JORGE JIMENEZ CANTU S/N, ESQ. XALTENCO",CUAUTITLAN IZCALLI  NORTE INFONAVIT,54720,Cuautitlán,Estado de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,55.0,2026-05-14,BODEGA AURRERA,BODEGA AURRERA SUCURSAL 5713,"JULIAN CARRILLO 7, ESQ. 20 DE NOVIEMBRE",CENTRO,90000,Tlaxcala,Tlaxcala
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,69.9,2026-05-14,LA COMER,LACOMER,"AV. CAMELINAS 3315, CENTRO COMERCIAL PLAZA MORELIA",OCOLUSEN,58270,Morelia,Michoacán
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,55.0,2026-05-14,BODEGA AURRERA EXPRESS,BODEGA AURRERA EXPRESS SUCURSAL AZCAPOTZALCO,AHUACATITLA 11,AZCAPOTZALCO CENTRO,02000,Azcapotzalco,Ciudad de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,70.0,2026-05-14,MERCADO PUBLICO,MERCADO ARROYO DE LA PLATA,"CALLE ARROYO DE LA PLATA S/N, ENTRE INDEPENDENCIA Y JUS",CENTRO,98000,Zacatecas,Zacatecas
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,58.9,2026-05-14,LEY (AUTOSERVICIO),LEY,"TEOFILO NORIS 1421, FRENTE A PLAZA FORUM",DESARROLLO URBANO TRES RÍOS,80020,Culiacán,Sinaloa
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,59.0,2026-05-14,WAL-MART EXPRESS,WALMART EXPRESS SUCURSAL SENA,"RIO BALSAS 23, ENTRE RIO SENA Y RIO TIGRIS",CUAUHTEMOC,6500,Cuauhtémoc,Ciudad de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,57.0,2026-05-14,WAL-MART,WALMART SUCURSAL CUITLAHUAC,"CUITLAHUAC 3651, ENTRE TORONJIL Y FERROCARRIL C.",HOGAR Y SEGURIDAD,02820,Azcapotzalco,Ciudad de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,68.9,2026-05-14,MEGA SORIANA,MEGA SORIANA SUCURSAL 934,"EJERCITO MEXICANO 102, ENTRE QUINTIN ARAUZ  Y VELODROMO",ATASTA DE SERRA,86100,Centro,Tabasco
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,57.0,2026-05-14,WAL-MART,WALMART SUCURSAL NEXTENGO,"NEXTENGO 78, ENTRE FERROCARRILES NACIONALES Y SANTA CRU",SANTA CRUZ ACAYUCAN,02770,Azcapotzalco,Ciudad de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,69.9,2026-05-14,LA COMER,LACOMER SUCURSAL MIGUEL ANGEL DE QUEVEDO,"MIGUEL ANGEL DE QUEVEDO 443, ENTRE MELCHOR OCAMPO Y PSI",ROMERO DE TERREROS,04310,Coyoacán,Ciudad de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,49.9,2026-05-14,HIPERMERCADO SORIANA,SORIANA HIPER SUCURSAL OAXACA (105),"AVENIDA JORGE L TAMAYO # 500, ESQ. AV. UNIVERSIDAD",EX HACIENDA CANDIANI,68130,Oaxaca,Oaxaca
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,60.0,2026-05-14,MERCADO PUBLICO,MERCADO VOY ABASTOS SUCURSAL PRADERA DORADA,"TECNOLOGICO 3145 L-10, INT. DE PLAZA DEL SOL",DEL MARQUEZ,32618,Juárez,Chihuahua
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,56.9,2026-05-14,CHEDRAUI,CHEDRAUI SUCURSAL SAN LUIS POTOSI,"NEREO RODRIGUEZ BARRAGAN 450, ESQ. BARRIO DE TLXCALA",DEL VALLE,78206,San Luis Potosí,San Luis Potosí
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,60.0,2026-05-14,MERCADO PUBLICO,MERCADO LOMAS DE CASABLANCA,"AVENIDA 10, ESQ. CALLE 23",LOMAS DE CASA BLANCA,76080,Santiago de Querétaro,Querétaro
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,59.0,2026-05-14,WAL-MART EXPRESS,WALMART EXPRESS SUCURSAL UNIDAD VIVEROS,"CALLE 8 NO. 1, BLVD. MANUEL AVILA CAMACHO Y VIVEROS DE",VIVEROS DEL VALLE,54080,Tlalnepantla,Estado de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,42.9,2026-05-14,LEY (AUTOSERVICIO),CASA LEY SUCURSAL LA PAZ,"AGUSTIN OLACHEA S/N, ESQ. ANTONIO NAVARRO",PUESTA DEL SOL,23070,La Paz,Baja California Sur
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,68.9,2026-05-14,MEGA SORIANA,MEGA SORIANA SUCURSAL IZCALLI,"JORGE JIMENEZ CANTU  MZ-C 248, ESQ. TENANGO DEL VALLE",CENTRO URBANO,54730,Cuautitlán Izcalli,Estado de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,69.9,2026-05-14,LA COMER,LACOMER SUCURSAL QUERETARO ESTADIO,"LUIS M. VEGA Y MONROY 1300, ESQ.CIMATARIO",CIMATARIO,76090,Santiago de Querétaro,Querétaro
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,50.0,2026-05-14,MERCADO PUBLICO,MERCADO PUBLICO TABASCO AVANZA,"CALLE BUENA VISTA S/N, FRANCISCO J. MUJICA Y NIÑOS HERO",ATASTA DE SERRA,86100,Centro,Tabasco
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,57.0,2026-05-14,WAL-MART,WALMART SUCURSAL ACAPULCO,"COSTERA MIGUEL ALEMAN 500, ENTRE EDUARDO NERI Y CASTILL",ICACOS,39860,Acapulco de Juárez,Guerrero
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,57.9,2026-05-14,WAL-MART,WALMART SUCURSAL PERINORTE,"CARR. MEX. QUERETARO KM. 30.5, ENTRE AV. CENTRAL Y C. C",HACIENDA EL PARQUE,54763,Cuautitlán Izcalli,Estado de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,54.5,2026-05-14,CHEDRAUI,CHEDRAUI SUCURSAL MINA,"FCO. JAVIER MINA S/N ENTRE LAMBERTO CASTELLANOS, Y RUIZ",CENTRO,86000,Centro,Tabasco
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,68.8,2026-05-14,MEGA SORIANA,MEGA SORIANA SUCURSAL ARBOLEDAS,GUSTAVO BAZ 4001,INDUSTRIAL SAN NICOLAS,5400,Tlalnepantla,Estado de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,68.9,2026-05-14,HIPERMERCADO SORIANA,SORIANA HIPER SUCURSAL 197,"MIGUEL ALEMAN 55, ESQ. BLVD. AEROPUERTO",PARQUE INDUSTRIAL,52000,Lerma,Estado de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,75.0,2026-05-14,MERCADO PUBLICO,MERCADO EJIDAL,"QUERETARO S/N, ENTRE REPUBLICA DEL SALVADOR Y AVENIDA C",SANTA ANA,24050,Campeche,Campeche
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,68.9,2026-05-14,HIPERMERCADO SORIANA,MEGA SORIANA SUCURSAL ASTURIAS,"CALZ. CHABACANO 43, ESQ. JOSE ANTONIO TORRES",ASTURIAS,06850,Cuauhtémoc,Ciudad de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,59.99,2026-05-14,MINISUPER,MINISUPER SUPERETTE SUCURSAL 40,"POSADA POMPA 1588, ESQ. AV. ADOLFO LÓPEZ MATEOS",MELCHOR OCAMPO,32250,Juárez,Chihuahua
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,57.0,2026-05-14,WAL-MART,WAL MART SUPERCENTER  NUEVA ANTEQUERA,BLVD. ATLIXCO 3304,NUEVA ANTEQUERA,72400,Puebla,Puebla
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,46.0,2026-05-18,MERCADO PUBLICO,MERCADO EL MESON ESTRELLA,"JUAN MENDEZ, ENTRE RUPERTO MARTINEZ Y ARAMBERRI",CENTRO,64000,Monterrey,Nuevo León
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,46.0,2026-05-18,MERCADO PUBLICO,MERCADO EL MESON ESTRELLA,"JUAN MENDEZ, ENTRE RUPERTO MARTINEZ Y ARAMBERRI",CENTRO,64000,Monterrey,Nuevo León
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,57.0,2026-05-18,WAL-MART,WALMART SUCURSAL TLALPAN,CALZ. DE TLALPAN 1037,NATIVITAS,03500,Benito Juárez,Ciudad de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,57.0,2026-05-18,WAL-MART,WALMART SUCURSAL TLALPAN,CALZ. DE TLALPAN 1037,NATIVITAS,03500,Benito Juárez,Ciudad de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,50.0,2026-05-18,MERCADO PUBLICO,MERCADO EMILIO SANCHEZ PIEDRAS,EMILIO SANCHEZ PIEDRAS S/N ESQ. ALONSO DE ESCALONA,CENTRO,90000,Tlaxcala,Tlaxcala
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,50.0,2026-05-18,MERCADO PUBLICO,MERCADO EMILIO SANCHEZ PIEDRAS,EMILIO SANCHEZ PIEDRAS S/N ESQ. ALONSO DE ESCALONA,CENTRO,90000,Tlaxcala,Tlaxcala
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,59.0,2026-05-18,WAL-MART EXPRESS,WALMART EXPRESS SUCURSAL DEL VALLE,"HERIBERTO FRIAS 1107, ESQ. ÁNGEL URRAZA",DEL VALLE,03100,Benito Juárez,Ciudad de México
"AGUACATE, S/M, 1 KG. HASS",AGUACATE,59.0,2026-05-18,WAL-MART EXPRESS,WALMART EXPRESS SUCURSAL DEL VALLE,"HERIBERTO FRIAS 1107, ESQ. ÁNGEL URRAZA",DEL VALLE,03100,Benito Juárez,Ciudad de México
